jobkey,position,jobtitle,company,location,date,description
7e54ae1bb741bd13,data engineer,SW/ Data Engineer (f/m/d) wanted for Berlin,agex IT gmbh,Berlin,2019-12-23," For an international customer we are currently looking for a SW/Data Engineer (f/m/d).
  
 Your task will be:  
 
 Contribute to developing a software ecosystem for scalable machine / deep learning applications 
 Design and implementation of SW tools helping dataset ingestion,production and manipulation (readers/writers for various image or vertex set formats, along with their annotations: segmentation, detection, classification, and other metadata). 
 Design and implementation of tools to facilitate the work of deep learning engineers for deep learning training and evaluation: interface to data augmentation, metrics to model evaluation frameworks, ..., in a machine learning agnostic mindset 
 Improve existing data processing and model training pipelines, making them leaner and more adaptable. 
 
 Following Know-how is required:  
 
 Solid knowledge of both modern C++ and python, Experience in writing user-facing libraries (python or C++) 
 Data science libraries experience Pandas, Scipy etc. 
 Geometry processing (various affine transformations in 2D, 3D) 
 Acquaintance with Deep Learning framework (Pytorch, Tensor Flow, Caffe, other...) 
 Experience developing containerised applications such as Docker, Use of CI-CD tools as part of development process 
 Good documentation skills: concepts, user manual, API 
 Image processing, computer vision experience helps understand the users' problems 
 Use of REST-APIs, JSON schema 
 Local language German for Germany + English fluent 
 
 Order type:  Permanent employment according to AÜG
  
 location:  Berlin
  
 Start:  asap
  
 Duration:  30.09.2020
  
If you are interested, please tell us about your hourly rate and your availability.
  
We are looking forward to your application. 
 agex IT gmbh   -  
 vor 19 Tagen   "
c3cacc40ba6be456,data engineer,Data Engineer (f/m/d),SOLYTIC,Berlin,2019-12-23," With intelligent technology in focus, SOLYTIC builds high-scalability solutions for the global photovoltaics market. Our business model is built with strong emphasis on IoT and Data Science and with less than a year of operations, our database already exceeds 1TB of data and processes several million data points per day. We serve thousands of daily users and with our state of the art technology, customers are able to make well-informed decisions. With a strong product focus and by utilizing newest technology, languages and frameworks, we are determined to change an industry.
  
Do you want to be part of that journey?
  
 Your future achievements:  
 
 Design, build, maintain and scale our highly-available data and analytics infrastructure. 
 Evaluate and select the best tools for data analytics and data processing. Define best practices to configure, maintain and deploy these tools. 
 Develop fault tolerant, adaptive and highly accurate ETL pipelines. 
 Apply ML technologies to provide insights and forecasts to end customers, as well as BI insights for internal stakeholders. 
 Continuously develop our data and analytics infrastructure to fit future challenges. 
 
 Your profile:  
 
 2+ years of experience as a Data Engineer. 
 Strong knowledge of NoSQL databases (Cassandra, MongoDB, Redis) as well as ability to maintain and optimize SQL databases (MySQL, MSSQL). 
 You possess general knowledge about distributed computing. 
 Knowledge of how to install, configure and operate Hadoop and Kafka. 
 You are fluent in at least one scripting language (e.g. Python or PHP), as well as one statically typed language such as C#, Java or Scala. 
 Experienced working with at least one major cloud provider. 
 You possess knowledge of a few data visualisation tools, for instance Tableau, Microsoft Power BI or Superset. 
 If you possess knowledge of PV, IoT or Machine Learning concepts we consider this a large plus. 
 The same goes for experience using data pipeline automation tools such as Apache Airflow or Luigi. 
 
What’s in it for you?
  
 
 By contributing your ideas, you have the opportunity to leave a large footprint and actively craft a highly ambitious success story. 
 You become part of an ambitious and fast growing team and have a large impact on product development. 
 You contribute to changing an industry by working on forefront technology in a highly relevant and meaningful field. 
 A centrally located office in Berlin-Mitte with a fully stocked fridge and amazing colleagues. 
 A highly collaborative environment and direct collaboration and communication with the founders 
 As an integral team member, you help crafting the tech team and the company. 
 
So what's next? If this sparked your interest, we'd love to hear from you. Submit your application today and we'll be in touch shortly.
  
SOLYTIC is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. 
 SOLYTIC   -  
 vor 22 Tagen   "
50201bb4e5775b99,data engineer,Data Engineer (m/w/x),Lampenwelt GmbH,Schlitz,2019-12-23,"       Wir suchen zum nächstmöglichen Zeitpunkt einen Data Engineer (m/w/x) für unsere IT-Entwicklung am Standort: Schlitz bei Fulda  
   Suchst du eine neue, spannende Herausforderung? Eine sichere Anstellung mit großartigen Entwicklungsmöglichkeiten in einem der führenden Online-Unternehmen Deutschlands? Persönliche und berufliche Entfaltungsmöglichkeiten? 
 
Die Historie von Lampenwelt ist die einzigartige Erfolgsgeschichte eines von sozialer Wertekultur geprägten  Familienunternehmens  aus Osthessen. Lampenwelt.de gehört zu den führenden Onlinehändlern Deutschlands (TOP 100) und ist in seiner Branche  Marktführer  und Benchmark. Die hohe Kundenzufriedenheit belegen annähernd 100.000 positive Kundenbewertungen. Mit einem hervorragenden Team von aktuell  370 Mitarbeitern  schreiben wir die Erfolgsgeschichte von Lampenwelt fort – und brauchen Verstärkung. 
        Deine Pespektiven:  
  Design und Entwicklung von Datenmodellen und -pipelines in einem Open-Source-Datawarehouse (PostgreSQL, Python, Github: Mara)  
Integration und Analyse neuer Datenquellen, sowie Bereitstellung aufbereiteter Daten an interne und externe IT Systeme  
Weiterentwicklung und Anpassung der Daten-Infrastruktur (Performance, Skalierung, Datenqualität)  
Administration und Monitoring der Systeminfrastruktur und Datenverarbeitungsprozesse (Saltstack, Ubuntu, nginx, GitLab, Jenkins, Mara)  
Unterstützung von Analysten bei der Bereitstellung und Analyse der Daten (OLAP, Columnstore Tables, kleinere Webanwendungen)  
Aufnahme von fachlichen Anforderungen und Prozessanalyse mit Stakeholdern aus verschiedenen Fachbereichen  
  Du bringst mit:  
  Erfolgreich abgeschlossenes Informatikstudium oder eine vergleichbare Qualifikation  
Idealerweise Berufserfahrung im Bereich Data Engineering, Datawarehouse, o.ä.  
Sicherer Umgang mit relationalen Datenbanken wie z.B. PostgreSQL, MS SQL, MySQL…  
Erfahrungen in Datenmodellierung und der Orchestrierung von ETL-Skripten  
Erfahrung in der Programmierung, idealerweise Python  
Kenntnisse im Bereich Webentwicklung und APIs  
Erfahrung in der Administration von Linux Servern  
Teamplayermentalität und Freude an der Arbeit in agilen Teams  
Gute Englischkenntnisse   
     Wir bieten dir:  
     Teamgeist  - Auf einen Kaffee treffen mit unserem CEO in der Teeküche? Teilnehmen  an der firmeneigenen Lauf - oder Fußballgruppe? Bei uns wird das Miteinander gelebt! 
  Unbefristeter Arbeitsvertrag  - Nachhaltige Mitarbeiterbindung 
  Faire Bezahlung  - Funktions- und leistungsgerechte Entlohnung 
  Individuelle Weiterentwicklungsmöglichkeiten  - Individuelle Weiterbildung und Besuch von Fachmessen 
  Super Atmosphäre  - Firmenevents und hohe Wertschätzung der Mitarbeiter 
  Beitrag zum Fitnessstudio  - Sonderkonditionen für Lampenweltmitarbeiter in allen Fitnessstudios 
  Freie Getränke und Obst  - So viel Wasser und Kaffee, wie du trinken kannst und regelmäßige Obsttage 
  Ergonomischer Arbeitsplatz  - Individuelle Arbeitsplatzeinrichtung und höhenverstellbare Tische 
  JobRad  - Beitrag zum eigenen Wunschrad 
  Altersvorsorge  - Arbeitgeberseitige Förderung der betrieblichen Altersvorsorge 
  FlexWork  - Möglichkeit der Gleitzeitarbeit 
  
      Wir freuen uns auf deine aussagekräftigen Bewerbungsunterlagen! 
 Bewerbungen bitte online unter dem Button ""Bewerben"" einreichen!  
  Dein Ansprechpartner:  
  Florian   Schmiedeknecht  
 +49 6642 406 99 801 
florian.schmiedeknecht@lampenwelt.de          
 Lampenwelt GmbH   -  
 vor 7 Tagen   "
323f434647731700,data engineer,Data Engineer (x/f/m),MYCS,Berlin,2019-12-23," Festanstellung, Vollzeit · Headquarters Berlin
    ÜBER UNS
  MYCS bedeutet, Möbel zu kreieren, die du liebst - exakt so wie du sie willst! 
Alle unsere Produkte können einfach mittels eines fotorealistischen 3D-Online-Konfigurators selbst gestaltet werden. Mit diesem Konzept revolutioniert MYCS nicht nur den E-Commerce-Markt sondern stellt auch den Möbelmarkt auf den Kopf. Seit dem Launch in 2015 wächst MYCS rasant. Um unsere Mission „Customisation is the new normal“ weiter voranzutreiben, suchen wir Talente mit Leidenschaft, die bereit sind Verantwortung zu übernehmen. Bei MYCS hat jeder die Möglichkeit, seine eigenen Ideen zu verwirklichen und Einfluss zu nehmen. 
Werde Teil unseres internationalen Teams und gestalte die Zukunft des Möbelmarktes mit!
    DEINE AUFGABEN
      Working as part of our BI team to provide high-quality data    
Maintaining infrastructure and ensuring smooth access to BI data services    
Ensuring data consistency and reconciling different data sources    
Developing and improving the current BI infrastructure    
Driving a data-first mindset across the organisation    
Providing ongoing support to stakeholders    
Evaluating and reporting of business, product, and marketing decisions   
    DEIN PROFIL 
     Bachelor's degree or higher in computer science, engineering, natural sciences or another quantitative field    
Effective communicator with the ability to explain complex concepts in plain language; good presentation skills are a plus    
Fluent in a dialect of SQL (we use Redshift)    
Experience using python/pandas to analyze data    
Experience with design, implementation and maintenance of ETL processes    
Experience working with cloud infrastructure (we use AWS)    
Prior experience working programmatically with big data    
Interested in applying statistical techniques to gain deeper insights from data   
     DEINE BENEFITS 
    Be part of a technically outstanding and dedicated international team  
Work in Holacracy, a set-up where power is distributed throughout the organisation, giving independence and freedom to self-manage  
Benefit from many opportunities to evolve and learn new tools  
Participate in regular events with an individual budget at each team’s disposal  
Get your own customised furniture through generous employee discounts  
Enjoy free snacks, drinks and a full fridge  
Benefit from subsidy for occupational pension  
Shape your own day of work through a commitment to work-life balance with flexible working hours and models     To enhance your application, please, feel free to add your GitHub link.       
 MYCS   -  
 vor 7 Tagen   "
b5c48620cb834f3a,data engineer,Data Engineer (m/f/x) - Innovation Center / AI Product,BCGDV,Berlin,2019-12-23," Want to redefine how decisions are made for an entire industry? Read Further! We are currently partnering with the global leading service provider in the automotive industry. This renowned company has always been at the forefront of client-ready solutions for OEM customers. In their quest to becoming a leading digital force, the organisation is currently reshaping standards for the entire automotive service industry by launching and scaling a state-of-the-art innovation hub in Berlin.
  
Their first flagship product leverages Machine Learning, Distributed Systems, and Big Data to automate a core process for automotive OEMs and reboot decision-making around claims management. The bold vision for the center is to not just accelerate innovation for their partners but to continuously enlarge their own digital product offerings.
  
They are undergoing significant expansion and are looking for a Data Engineer (m/f/x) for the Berlin innovation center.
  
 Key Responsibilities:  
 
 Design, implement and operate data pipelines and data integration layers to productionise Machine Learning modeling 
 Build the infrastructure required for optimal data extraction and transformation 
 Build and use analytics tools to provide actionable insights and key business performance metrics 
 Collaborate with Data Scientists and the Product Team to fuel them with data-driven insight 
 
 Key Requirements:  
 
 Strong backend programming skills in Scala and Python 
 Experience working with distributed and high-scale systems 
 Experience with stream and batch data processing 
 Prior experience in B2B industry with highly modulated systems 
 Experience working directly with Data Scientists 
 
BCG Digital Ventures is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected under federal, state or local law.
  
After clicking ""Apply"", you will be asked to submit your contact details and resume/CV. To read how BCG Digital Ventures GmbH processes your information, click ( https://www.bcgdv.com/privacy-policy-for-applicants )here ( https://www.bcgdv.com/privacy-policy-for-applicants ). Processing is based on your consent and you may withdraw it at any time. 
 BCGDV   -  
 vor 30+ Tagen   "
35d288b482b6d185,data engineer,Data Engineer (f/m/x),Ada Health GmbH,Berlin,2019-12-23," ABOUT US
  
At Ada, we envision a world where everyone has access to the healthcare they need. In one of the biggest challenges facing the world, we pioneered a new form of artificial intelligence, combining medical knowledge with intelligent technology to empower millions of people to better understand their health. We're proud to support medical doctors and work with leading health systems and global non-profit organizations. We're a diversely skilled team representing 50 nationalities, and we're growing rapidly to achieve our global ambitions for the future of health. This is just the beginning.
  
ABOUT THE ROLE
  
We are looking for a Data Engineer to join our Product Engineering team in Berlin. Data Engineers at Ada are strong technical individuals who enjoy working with large data sets. You are comfortable working with both business users and engineers to develop tools and datasets enabling self-service analytics. There are significant opportunities for new team members to emerge as leaders, taking on additional projects and responsibilities with strong performance.
  
RESPONSIBILITIES
  
 
 Implement big data platforms and business analytics solutions to empower your stakeholders to solve their data driven analytics and reporting needs 
 Build appropriate data architecture, data pipelines, reporting, data exploration, processes and quality controls to enable self-service Business Intelligence 
 Develop curated data sets that are easily consumed by non-technical users 
 Become the subject matter expert for a business unit to ensure accurate business metrics 
 Partner with business users and engineers to identify the metrics and attributes required to address broad business needs 
 
REQUIREMENTS
  
 
 Bachelors or Masters in Computer Science, Computer Engineering, Analytics, Mathematics, Statistics, Information Systems, Economics, Management or other quantitative discipline field with strong academic record 
 Strong SQL background, including ETL transformations and data modelling to build systems to support data analytics 
 Solid business acumen, critical thinking and technical abilities along with problem solving skills 
 Experience implementing data-driven solutions, such as reporting, algorithms, or data integration systems to align business goals 
 Programming experience with at least one language such as Python, Scala, Java, C++ highly desired 
 Strategic and innovative thinker, able to tailor technical implementations to complex business requirements 
 Collaborative and eager to partner with business reporting and engineering to execute the optimal technical implementation for analytics 
 Excited about working with terabyte sized data sets to design scalable, robust analytic solutions 
 You are fluent in English, spoken and written; German is a plus 
 
BENEFITS
  
 
 Work with a high level of autonomy in global, cross-functional teams with smart, purpose-driven peers 
 Perks include complimentary onsite German language classes, discounted Urban Sports Club memberships, quarterly team bonding activities, regular social events, and healthy office refreshments. 
 
CONTACT
  
We are looking forward to receiving your application. For further information please contact our Senior Talent Acquisition Manager Joakim Barnéus at any time at joakim.barneus@ada.com.
  
Please note that all applications need to be completed using the online form - we do not accept applications via e-mail. All your information will be kept confidential according to GDPR guidelines.
  
 
 Any commercial activities concerning this advertisement will not be appreciated. 
 
 
 Ada Health GmbH   -  
 vor 30+ Tagen   "
7ec04c0a071b6ea4,data engineer,Data Engineer (m/f/x),commercetools,Berlin,2019-12-23,"     About us
   We offer the next generation eCommerce platform - API and cloud based, highly scalable and on every channel. We put outstanding tech knowledge and enthusiasm in a modern, friendly and family oriented environment. 
 
commercetools was founded in 2006 and we have offices in Germany (Munich, Berlin and Jena), the Netherlands (Amsterdam), the US (Durham, North Carolina) and since 2019 also in UK (London) and the APAC region (Singapore). We are one of the world's leading providers of cloud-based eCommerce technology. Our highly available, omnichannel platform enables implementation of complex retail models across all sales channels. The extensive API connects existing processes and technologies flexibly. We offer sustainable solutions for both B2C and B2B retailers. Since 2014 commercetools is a subsidiary of REWE Group. Among our customers are Audi, Bang &amp; Olufsen, Carhartt, Eurail, Express, REWE, Yamaha and many more. 
 
Join our vision in becoming the number one eCommerce company!
     Job Description
     In order to promote data-driven decision-making company-wide, commercetools is in need of your help if you are an experienced data engineer who has a thing for building things from scratch! Being one of the first members of our newly-established Data Analytics team, you and your teammates will be a catalyst for change in how our organization stores, processes and utilizes data. The ultimate goal is to create a platform to give our business units a more thorough insight into our customers’ behaviors. Ideally this would not be the first time that you face this challenge before and you cannot wait to be challenged again!  
     About your new role  
    Help us to build an in-house data warehouse from scratch that will enable data analysis and data-driven decisions for the whole organization  
Build and manage ETL workflows to integrate data from many sources into a single source  
Design a framework to ensure data is accessible, up-to-date, secure, consistent and complete  
Work across teams to define organizational needs and ensure business requirements are met  
      This is how we work  
     Mindset.  Modern methodologies and a diverse, creative workspace with an open and international culture.   
Product  .  Together we create an extendable, highly scalable product with state of the art technologies. Let’s develop something with impact.   
Growth.  Learn from each other and benefit from the knowledge we concentrate in a healthy growing company.   
Environment.  Flexible and family friendly environment, bright and good accessible offices, modern soft- and hardware.   
Flexibility.  Morning person or night owl? Need to pick up your kids from kindergarten? We believe in outcome and motivated employees rather than feeling stuck in the office.   
commercetools is living a diverse environment and is proud to be an equal opportunity employer. If your job profile aligns with our technical requirements,     business needs   and company culture, we encourage you to apply. We will assess your competencies, learning ability and passion and not your age, race, color, national origin, religion, gender, gender identity or expression, sexual orientation, familial status, genetics or disability. 
      Skills &amp; Requirements  
    Bachelor's degree (or higher) in Computer Science or a related field  
At least 2 years working experience as a Data Engineer or a similar role  
Deep knowledge of data modelling and schema design especially for distributed, column-oriented databases (e.g. Google BigTable and BigQuery)  
Designing, building and maintaining scalable ETL systems in Python, Java or Scala (preference for Scala)  
Incorporating data streaming tools into ETL pipeline design (e.g. Kafka, Google Pub/Sub)  
Working with distributed systems architecture and tooling (e.g. Spark, Hive/Google BigQuery)  
Fluent English for work in international teams  
Aspiration to constantly improve yourself and learn new technologies   
Nice-to-have   
Familiarity with the Google Cloud Platform  
Familiarity with BI tools (e.g. Tableau, Looker)  
      Contact information  
   Do you have any questions regarding the role, our company, (engineering) culture or work environment? Feel free to contact our Talent Acquisition Manager Kim (+49 162 109 6468)!     
 commercetools   -  
 vor 27 Tagen   "
834f0b3f8b5a49df,data engineer,Geo Data Engineer (m/f/d),Tier Mobility GmbH,Berlin,2019-12-23,"    ABOUT US
  TIER Mobility is Europe’s leading company for shared micro-mobility services with a mission to change mobility for good. We play the leading force in the ongoing transformation of transportation, relieving cities from emissions and congestion, and putting responsible usage and safety at the centre of its business. 
 
Since the start of our operations in October 2018 we have expanded into 50+ cities across 12 markets worldwide. TIER Mobility is headquartered in Berlin and our team has grown to more than 350 people.
    THESE WILL BE YOUR RESPONSIBILITIES
      Improve the accuracy of our geo positioning for our customers and logistics operations    
Make sense of a huge pool of position and movement data from thousands of data sources    
Create recommendations, heat maps, forecasts and analysis to improve vehicle utilization in our cities    
Find ways to make our location data better accessible for internal and possibly external use   
    YOU’RE OFFERING THESE QUALIFICATIONS AND EXPERIENCE 
     You are passionate about geo-data, satellite imagery and solving real-world problems from a bird’s eye view    
You love crunching data to make easily understandable visualizations    
Proficient at visualising geo-data using common open-source and commercial tools    
Computer Science degree or similar and relevant industry experience    
Familiarity with MapBox is a plus   
     WHAT WE OFFER 
     Work with us on our mission to change mobility for good    
TIER is the fastest growing mobility Company in Europe    
You work in a diverse team of experienced and motivated engineers    
A steep learning curve - learn in one year at TIER what you learn elsewhere in five    
Big impact on customers - our app is constantly in the top 10 of the German app charts    
Possibility to work remotely       
 Tier Mobility GmbH   -  
 vor 30+ Tagen   "
d283246335aca009,data engineer,Data Engineer (m/w/d),actori,Berlin,2019-12-23,"   future demand ermöglicht Unternehmen der Entertainment- und Sportbranche mit Hilfe von KI die Prognose von Besuchszahlen und eine deutliche Steigerung der Ticketumsätze und entwickelt dafür mit renommierten Pilotkunden eine automatisierte Plattform als SaaS-Angebot. 
  
Zur Unterstützung bei der Weiterentwicklung suchen wir  zum nächstmöglichen Zeitpunk t am Standort  Berlin  einen motivierten und engagierten  Data Engineer (m/w/d) .  
Ihre Aufgaben   
Sie sind verantwortlich für eine skalierbare Infrastruktur zwecks der Analyse großer Datenmengen unter Verwendung von Data-Mining, Predictive-Analytics und Machine-Learning.  
Sie binden Daten aus verschiedensten Quellen in die Analyseprozesse ein und arbeiten dabei eng mit den Data Scientisten des Teams zusammen.  
Sie stellen die Datenqualität entlang der gesamten Kette der Datenverarbeitung sicher.  
Sie sind eng in die Produktentwicklung unserer SaaS-Plattform eingebunden.   
Ihr Profil   
Sie verfügen über ein abgeschlossenes Studium der Informatik, Mathematik, Physik oder in einem vergleichbaren relevanten Bereich und bringen Know-how in Data Engineering und im Besonderen hinsichtlich von ETL- bzw. ELT-Prozessen mit.  
Idealerweise konnten Sie bereits erste Berufserfahrung im Einsatz von AWS zur Analyse von großen Datenmengen sammeln.  
Skalierbare Programmierung mit Tools wie beispielsweise Scala, Spark oder Hadoop und das Management von SQL-Datenbanken sind für Sie kein Fremdwort.  
Sie wollen gerne eigenverantwortlich arbeiten, gleichzeitig aber auch Teil eines dynamischen Teams sein.  
Sie sind motiviert den Aufbau eines neuen Unternehmens aktiv und mit Enthusiasmus voran zu treiben und sich persönlich und fachlich dabei weiterzuentwickeln.  
Das Interesse für das Geschäft unserer Klienten rundet Ihr Profil ab.   
Was wir bieten   
Eine Betätigung in einem spannenden und vielfältigen Spannungsfeld aus IT und Entertainment!  
Ein leistungsorientiertes Einkommen und vielfältige Entwicklungsmöglichkeiten  
Flexible Arbeitszeiten  
Abwechslungsreiche Aufgaben mit vielfältigem Gestaltungsspielraum  
Seien Sie Teil eines jungen Start-ups   
Noch Fragen? Sie wollen noch mehr über uns erfahren? Dann melden Sie sich gerne bei uns!   
Wir freuen uns auf Ihre aussagekräftige Bewerbung! Gerne dürfen Sie uns diese per E-Mail an   h  r@future-demand.com   und unter der Angabe der Referenz ""Date Engineering"" zusenden.      
 actori   -  
 vor 5 Monaten   "
c0179ca35e04704c,data engineer,Data Engineer,Amazon Development Center DEU,Berlin,2019-12-23,"   Bachelor's degree in Computer Science  5 years of industry experience as a Data Engineer or related specialty with demonstrable track record in developing data solutions that are stable and enforce data quality; and use resources efficiently  Coding proficiency in one or more language (e.g. Python, Java, Scala), proficiency in SQL  Proficiency with distributed processing frameworks such as Spark  Familiarity with distributed systems (e.g. Elastic Map Reduce and NoSQL databases)  Familiarity with AWS technologies such as Redshift, S3, EC2, Data-pipeline, and other big data technologies  
 
 Amazon Music is awash in data! The Music Personalization team builds on data to transform the way people enjoy music through personalized recommendations, search results or song sequencing. The Music Personalization team is looking for a talented data engineer to help build/enhance our data landscape that shapes personalization and recommendations across Music experiences. You will help perform exploratory data analysis, implement new data pipelines that feed features into personalization models and other critical data systems at Amazon Music, and your insights will impact millions of Customers. 
 
Our team is focused on building a personalized, curated, and seamless music experience. We want to help our customers discover up-and-coming artists, while also having access to their favorite established musicians. We build systems that are distributed on a large scale, spanning our music apps, web player, and voice-forward audio engagement on mobile and Amazon Echo devices, powered by Alexa to support our customer base. Amazon Music offerings are available in countries around the world, and our applications support our mission of delivering music to customers in new and exciting ways that enhance their day-to-day lives. 
 
Amazon Music 
 
Imagine being a part of an agile team where your ideas have the potential to reach millions. Picture working on cutting-edge consumer-facing products, where every single team member is a critical voice in the decision-making process. Envision being able to leverage the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born and come to life as Amazon Music Unlimited, Prime Music, and so much more. 
 
Everyone on our team has a meaningful impact on product features, new directions in music streaming, and customer engagement. We are looking for new team members across a variety of job functions including software engineering/development, marketing, design, ops and more. Come join us as we make history by launching exciting new projects in the coming year. 
 
  Master’s degree in Computer Science  Extensive knowledge in developing Spark based data pipelines  Experience with distributed systems (e.g. Elastic Map Reduce and NoSQL databases)  Experience in AWS technologies such as Redshift, S3, EC2, Data-pipeline, and other big data technologies   
 Amazon.com   -  
 vor 3 Tagen   "
8e5a886c0b50ad7d,data engineer,Data Engineer (m/f/d),MOIA,Berlin,2019-12-23,"  Join us as a Data Engineer (m/f/d) in our cross-functional data insights team
 
MOIA is an innovative mobility company that will change people’s lives by re-imagining urban mobility. MOIA will create services that enable more people to move more freely and securely, ultimately making cities better places to live. We will free up the movement of people and goods within cities whilst making mobility accessible to everyone. That means we will:
   Make city traffic clean, safe and silent  
Create more time and space for people  
Bring affordable and convenient mobility to everybody  
What you will do
  You will build and automate the infrastructure required for our ETL processes using Infrastructure as a code approach  
You will connect a wide variety of data sources using AWS technologies and SQL  
You will build batch jobs and streaming applications, which are crucial for our business decision  
You will ensure stable and consistent data delivery for business critical data-driven application features  
You will monitor &amp; manage all aspects of system security, performance, storage, incidents, usage, backup and recovery for databases, applications, and infrastructure on AWS  
You will help us to continuously improve our data pipeline  
You will work very closely on interesting problems with Data Scientists who will be happy to share knowledge and collaborate  
What will help you to fulfill your role
 
You are comfortable in an “all hands on deck” environment, love solving problems, are excited to work in high-performance teams, and can thrive in a startup culture.   
Work experience as a Data Engineer or Backend Engineer  
Experience building reliable data pipelines with Python or Java or Kotlin  
Knowledge of distributed systems topics, data structures, algorithmic complexity  
Knowledge of AWS services, like Kinesis, Lambda, S3, Cloudformation, ECS or open source equivalents like Kafka is a plus  
Have strong communication skills and a customer-driven mindset  
Fluent communication in English is a must  
  What we offer you   
We are a new company and a fast-growing team. We see things from a people perspective, observing, learning and responding to their social needs. We are always curious to find better ways to do things and so we question everything. We are driven by the possibilities better urban mobility solutions can unlock. We work with different people, disciplines and companies to make great things happen. MOIA offers a unique opportunity as it combines the best of the startup and corporate worlds. We are an innovative new business based in top locations such as Berlin and Hamburg, but are also backed by a large corporate parent providing funding, resources, know-how and commitment.  
What we offer in detail:   
Competitive salary  
Competitive bonus  
Continuous learnings days, job rotation, trainings and attendance of conferences  
Mobility budget  
Job Ticket (public transport)  
Subsidisation of a fitness club membership  
30 days of holiday    
 MOIA   -  
 vor 30+ Tagen  "
738a9eb465b11f33,data engineer,Data Engineer,Klarna,Berlin,2019-12-23,"    Klarna’s mission is to free people from all the meaningless time spent managing money and purchases, so they can do more of what they love. Every day at Klarna we help consumers, merchants, and partners to explore just how smoooth the modern purchase experience can be. Our position at the crossroads of payments, consumer financing, ecommerce and banking means we are uniquely positioned to do this. There is no label for what we do.    
 
Klarna was born in Stockholm in 2005 and today has 2500 employees working across Europe and the US. We currently serve 80 million consumers, work together with 190,000 merchants and process more than a million purchases a day. We're growing at 40% every year and our investors include Visa, Atomico, Sequoia Capital, Permira and Bestseller group/ Anders Holch Povlsen. We have strong partnerships with some of the world’s leading brands, such as ASOS, IKEA, Adidas, Zara, Lufthansa and Spotify.    
 
Klarna strives to become the world’s favourite way to buy.  
You can contribute to reaching this goal!
  We are looking to hire great people, who are passionate about using their talents to generate success. Data Engineering is no exception! We are currently looking to grow our Data Domain to satisfy the company’s ever increasing need to understand, predict and make the right decisions on large, fast, structured, unstructured and growing amounts of data!    
  
What you will do     
 
As a data engineer you will work in a team that is end to end responsible for data services, where a data service spans from management dashboards, data warehousing, real time decisioning pipelines to frameworks for data quality measures. As a data engineer you will typically take the role of building and running data pipelines, data warehouse, data frameworks or different data presentation techniques. 
    
 Your stakeholders will be Data Scientists, Business Analysts, other Engineers building Insights and all Klarna employees that need data in their daily work. We have amazing teams that take care of and become experts at different parts of the domain where sharing and collaboration are key.    
 
Some of the technologies and languages we use are Kafka, Hadoop, Spark, AWS Redshift, AWS Glue, Apache Airflow, MS SQL, Qlik Sense, Postgres, Java, Scala, different NoSQL DB:s- and we are always looking for the most efficient tools for the job  
    Who you are     
Klarna is looking for ambitious people with significant drive! You should be passionate about your job and enjoy a fast paced international working environment. You will play an important role in taking Klarna to the next level thus, you should desire to go above and beyond to produce best work results! At Klarna we embrace change, you should dare to challenge the status quo and be persistent.     
    You should have     
Relevant education with a degree in engineering or comparable skills  
Experience as a Data Engineer or comparable positions  
Experience in some or all of the technologies we use; Kafka, Hadoop, Spark, AWS Redshift, AWS Glue, MS SQL, Qlik Sense, Postgres, Java, Scala, NoSQL DB:s  
Working proficiency and communication skills in verbal and written English  
A burning curiosity and interest in data, fast data, big data, dark data, data governance, data models, data warehouse, data insights - or all of the above!     
   How to apply     
 
Send over a CV and cover letter in English.    
 Klarna   -  
 vor 14 Monaten   "
